Year,Lg,W,L,Finish,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,E,DP,Fld%,BatAge
1978,NL West,84,78,4,3.65,162,6081,5360,591,1349,208,42,75,542,152,70,536,848,0.252,0.321,0.348,0.669,160,171,0.975,26
1977,NL West,69,93,5,4.27,162,6356,5602,692,1397,245,49,120,652,133,57,602,1057,0.249,0.324,0.375,0.699,189,142,0.971,25.7
1976,NL West,73,89,5,3.52,162,6050,5369,570,1327,216,37,64,528,92,46,488,716,0.247,0.31,0.337,0.647,141,148,0.978,28.4
1975,NL West,71,91,4,3.41,162,6154,5429,552,1324,215,22,78,505,85,50,506,754,0.244,0.31,0.335,0.645,188,163,0.971,27.5
1974,NL West,60,102,6,3.34,162,6120,5415,541,1239,196,27,99,506,85,45,564,900,0.229,0.302,0.33,0.632,170,126,0.973,26.5
1973,NL West,60,102,6,3.38,162,5986,5457,548,1330,198,26,112,516,88,36,401,966,0.244,0.296,0.351,0.647,170,152,0.973,25.2
1972,NL West,58,95,6,3.19,153,5750,5213,488,1181,168,38,102,452,78,46,407,976,0.227,0.283,0.332,0.615,144,146,0.976,25.1
1971,NL West,61,100,6,3.02,161,5935,5366,486,1250,184,31,96,447,70,45,438,966,0.233,0.293,0.332,0.625,161,144,0.974,26.4
1970,NL West,63,99,6,4.2,162,6146,5494,681,1353,208,36,172,629,60,45,500,1164,0.246,0.312,0.391,0.703,158,159,0.975,26.6
1969,NL West,52,110,6,2.89,162,5891,5357,468,1203,180,42,99,431,45,44,423,1143,0.225,0.285,0.329,0.614,156,140,0.975,26.2
